No,description,tags
2854,vijay stays slightly legside of the ball and pushdrives it to longon and jogs to the other endzampa to gurkeerat singh one run too straight from zampa mann neatly tucks it to deep square legzampa to vijay one run the legspinner and on the stumps vijay camps back and cuts it to sweeper coverzampa to gurkeerat singh one  run zampa again pushes it through mann drives it to longoffzampa to vijay one  run the slider from zampa vijay mistimes the lift to extra coverzampa to vijay no run flatter delivery and on offstump driven to cover,sports mann sweeper cricket cinema of india indian films gurkeerat singh punjabi people vijay run ball delivery long-on straight sweeper drives mistimes square leg-side deep leg-side legspinner extra back lift drives
2855,ashwin to vijay one  run fuller outside off driven to sweeper coverashwin to gurkeerat singh one  run pushed with an open bat face towards short third manashwin to gurkeerat singh four loops it slightly wider of off gurkeerat singh uses the crease to steer it late past backward point neatly doneashwin to gurkeerat singh two runs crisply driven through the covers and there is a query from ash for a run out check at the bowling end but vijay is safeashwin to gurkeerat singh no run offspinner around off gurkeerat singh jabs it into the offside and runs a quick single,sports sweeper cricket gurkeerat singh punjabi people crease bat short crease pushed sweeper crease third covers face offspinner late run bowling backward run out
2856,ashwin to vijayone run howzaaaat goes ms but nothing from ash off the bat yep replays confirm the same almost a dipping yorker landed around off vijay crouches low and clips skews off the toeend and it hit the pads too but bat first and hence ump dharma wasnt interestedzampa to vijay one run tosses it up generously around vijays legs picked away through midwicketzampa to vijay no run floats this one on middle vijay strides forward and offers a deadbatzampa to gurkeerat singh one run quick legbreak just outside off gurkeerat singh leans on his back leg and dabs it away down to third mangurkeerat singh mann right handed bat comes to the creasetimeout,sports ms mississippi cricket gurkeerat singh punjabi people vijay indian films bat runs off yorker pads toe-end picked forward first strides hit legbreak dipping landed hit quick one off
2857,zampa to w saha out caught by ashwinzampa to w saha thats out caughtzampa to vijay one run zips off the track on a shorter length,sports ashwin b zampa adam zampa saha off edge wide track caught bowls legspinner third back late-steer attempts
2858,zampa to w saha  run shortish on middle saha stamps his back foot inside the crease and pulls to wide longonadam zampa rightarm leg break comes into the attackone slip for zampaashwin to w saha one  run cut to deep cover for another easy singleashwin to vijay one run walks slightly to the offside and taps it into the offside to nab a quick singleashwin to w saha one  run stretches forward and slices the drive behind backward point,sports saha kings xi punjab leg right-arm foot crease cover pull drive wide slip slices crease deep forward back drive quick pulls behind backward
2859,wriddhiman saha right handed bat comes to the creaseashwin to amla out caught by baileyashwin to amla thats out caught ashwin to amla no run lunges forward and turns this flattish delivery in front of midwicket,sports bailey b ashwin amla delivery mid-wicket front crease straight mid-wicket flighted caught turns reverse crease deep forward hard reaching spins stopped
2860,ashwin to amla four and amla welcomes him with a boundary sees the ball loop up well outside off and reverse sweeps it past short third man innovativeravichandran ashwin rightarm off break comes into the attackso far so good for kxip here comes ash no slipsi pathan to vijay no run slower ball cut across a ladenfeeted vijay he tries to fetch the drive but was beaten for the anglei pathan to amla one  run full again amla drives one down to longoffi pathan to vijay one  run sweetly timed full ball has been driven through the covers but there is protection in the deep,sports cricket ravichandran ashwin amla ball off short right-arm drives beaten drive sweeps reverse third drive drives one good full
2861,i pathan to vijay no run touch fuller outside off vijay is early into the drive squirts it off the thick inside half and the ball rolls to midwicketi pathan to amla one  run steps across offstump to find the gap wide of midon manages to wrist it powerfully towards longoni pathan to vijay one  runt perera to amla no run opens the bat face and drives on the up couldnt get it past cover,sports sweeper cricket indian premier league gujarati people irfan pathan kings xi punjab ball bat off sweeper drives wide gap off-stump man back face wrist drives half toe
2862,t perera to amla sixt perera to vijay one  run chopped behind backward pointt perera to vijay four vijay is finding the gaps so nonchalantly walks back and across and goes kaboom to the left of midon that just flewt perera to vijay no run tilting in towards off driven with a closed bat face to midont perera to amla one  run stands deep and uses the width to dab one down to third manthisara perera rightarm medium comes into the attack,sports amla amla kings xi punjab six bat over chopped walks deep stands lofted back gaps face length behind backward
2863,chahar to vijay four down leg all vijay needed to do was to get some willow on that he does so with a modest glance and the ball scorches away to the fine leg fencechahar to vijay six launched might have landed near rk beach vijay sees length and obliges with a thumping stroke over longon all the way for a eyepleasing maximumchahar to amla leg byes one  run sees amla stand outside leg stump and slants it in amla fails to put away off the pads and the couple steal a leg bye in front of point,sports stroke sports equipment sports amla pads leg bye indian films ball over leg stroke right-arm front pads fine leg stump stand couple glance third glance bye landed one leg bye off length
2864,chahar to amla no run outside off met with a punch stroke but slots it straight to the man at pointchahar to amla wide drifting down leg amla misses the glancechahar to vijay one  run around the pads worked away behind squarechahar to amla one  run ashwin chose the wrong end had he aimed at the strikers end vijay would have been a goner amla flicked this in front of midwicket and the duo was stranded in the middle only for a fleeting moment though vijay took off and stopped midway but amla made it in time,sports punch stroke amla stroke mid-wicket front straight mid-wicket drifting shoulder misses striker's man chose punch height good called behind
2865,dinda to vijay no run solidly punched to the right of cover who moves swiftly to fielddinda to vijay two runs dinda is starting to spray it all over the place offers plenty of width and vijay latecut it behind point irfan pathan does well at third man sprints to his right puts in a valiant dive and prevents a boundarydinda to vijay four dont worry about that short and sat up to be smashed vijay is such a sweet timer of a cricket ball pulled with aggro off the front foot one bounce and over the ropes at deep midwicket,sports irfan pathan vijay indian films over off front punched cover bounce late-cut bounce dive deep third pulled cricket stopped one behind starting
2866,dinda to amla one  rundinda to amla no run dinda to vijay one  run cramps vijay for room by angling in on off bunted into the offside and amla calls for a quick single vijay responds in kindchahar to amla no run keeps it tight around offstump amla and his punches i tell you welltimed but picks out the fieldsman at midoffcahar to amla no run,sports rash shots hashim amla cricket amla hashim bat mid-wicket stumps pull mid-wicket throws t20s room cramps quick well-timed fieldsman shots play
2867,chahar to amla four a bit too straight and amla says thank you halfturns and spanks the flick wide of fine legchahar to amla no run punched neatly towards coverchahar to amla wide walks across the sticks slightly misses on the flick sprayed outside legchahar to amla two runs,sports along-the-ground whip amla ball length delivery delivery off short wrists punched straight beaten wide misses flick mid-on couple back length attempts
2868,chahar to amla no run nice delivery to start with on a length offering no room for amla who is forced to block it backdeepak chahar rightarm medium comes into the attackone slip for chahardinda to vijay no run full around fifth stump corridor a halfhearted drive in front of pointdinda to vijay no run vijay gives charge and gets beaten skates down the pitch in a bid to flay one straight down the ground but is beaten by the extra bounce outside offdinda to vijay no run punchily driven towards point,sports cricket sports amla chahars cricket pitch pitch delivery right-arm front straight beaten bounce drive stump slip bounce half-hearted room extra fifth drive start block one length full
2869,dinda to amla one  run banged in short pulled straight towards the man stationed at fine legdinda to amla no run inside edge and jusssst past the offstump this good length delivery straightened a touch in the corridor of uncertainty amla attempts a back foot punch sans any feet movement the edge evades the stumps and ms does well to get low and stopdinda to vijay one  run,sports ms amla fast third man length delivery delivery short right-arm foot stumps straight edge slip straightened dribbles man third back punch good length feet attempts
2870,i pathan to amla no run shortish on middle and leg a mistimed clip towards square legi pathan to amla four amla has had enough this time he decides to shuffle across to negate the movement brings those rubber wrists into play with a welltimed flick through midwicket all the wayi pathan to amla no run swing again this one shapes in further as amla gets stuck on the back foot flicks off the thick,sports square leg0.3i pathan rubber wrists amla off short wrists middle drives swing flicks mistimed flick shapes diving square rubber shuffle timed back well-timed pulls drives one play
2871,i pathan to amla no run starts with a gentle loosener pitches it short and gets it to swing in slightly around middle amla hops back and tucks to midwicketamla and vijay are at the crease amla is on strike i pathan will open the attackright then its time for some ballrolling action,sports square leg0.1i pathan ms adam zampa usman khawaja george bailey irfan pathan deepak chaharkings ashok dinda punjab cricket indian premier league rising pune supergiants sport in maharashtra irfan pathan indian cricket team in sri lanka short swing square openers back ball-rolling openers half
2872,p kumar to de villiers one  run bravo to i abdulla four another four its done full on the pads and abdulla flicks it down to the deep backward square fencedwayne bravo to i abdulla four and now the outside edge flies this is flabbergasting for gl so much work so many right tactics and its all coming apart offcutter on a length outside off abdulla dances down and swings and it runs away past the keeper,sports bowling yorker bravo television runs over mid-wicket yorker mid-wicket edge flicks square deep team-mates length backward
2873,dwayne bravo to i abdulla four and he follows it up with a boundary decent short ball gunning for the helmet abdulla sees it all the way rolls his wrists on the pull and hits it fine to beat kulkarnioh now listen to this abdulla abdulla abdulla ringing in the chinnaswamydwayne bravo to de villiers one  run length ball around middle flicked away behind squaredwayne bravo to de villiers wide and bravo is again not happy with the umpires call he thinks ab has got something on the ball on its way to the keeper and hes probably right might have flicked the pad down leg,sports cricket bravo de villiers ball short wrists pull pad umpire's hits length behind hits
2874,dwayne bravo to de villiers no run bravo cant stop appealing and anil chaudhary cant understand why slower fuller and wider outside off ab is backing away too far and takes himself away from the line while attempting a drive misses itdwayne bravo to de villiers leg byes four p kumar to de villiers one  run,sports get ab dwayne bravo anil chaudhary bravo de villiers surname indian premier league ball runs off leg short stop pad misses line shapes thigh third back boundaries
2875,run low full toss around off the kind which you cant get under so ab drills it happily to longon to keep strike p kumar to de villiers four what the   i meant what the heck what did you think what do you do as a bowler but this isnt a great delivery has to be said hes bowled length and ab has reverseswept it to split backward point and short third man p kumar to de villiers no run nails the yorker this time and ab cant do much p kumar to de villiers six the crowd is going bananas this is awesome short ball from pk sits up around off and ab pummels the pull over deep midwicket p,sports de villiers ball over off long-on short backward point yorker pull point deep crowd third length backward full
2876,kumar to de villiers no run right off the toeend of the bat he went to the offside too early trying a sweep praveen saw him slowed it right down and hoodwinked ab into playing it early dribbles away towards extracover p kumar to i abdulla one leg byes slower back of a length delivery on the pads from round the wicket abdulla misses out on a flick and picks an extrapraveen kumar is back into the attack this has been one of the more amazing turnarounds in recent history they were gone the rcb and now they are in pole positionjakati to i abdulla one run drilled down to longon,sports alberta bye scoring length delivery delivery off leg pads toe-end sweep. misses flick round back one length playing
2877,jakati to i abdulla six abdulla into the act and just clears the ropes at deep midwicket looks like gl have been taken aback all of a sudden jakati blesses the batsman with a full toss and is heaved away a mistimed one at that but this thin air jakati to de villiers one run ab has got the boundary early on in the over and now he is happy to punch it to deep cover jakati to i abdulla one run now abdulla is feeding off his partners confidence skips out of the crease and crunches a lofted drive without much elevation on the bounce to longoff jakati to de villiers one run flatter and slightly shorter outside off ab punches it through the point region,batting cricket over off crease point batsman bounce drive lofted drive boundary mistimed bounce crease deep drive punch one full
2878,jakati to de villiers six walks right across off while bending his knees gets inside the line of the ball and sweeps so divinely into the deep backward square leg standsshadab jakati  is back into the attackdwayne smith to i abdulla two runs shortish on the body but unlike bravos bouncers this doesnt have height abdulla pulls it in front of square for a brace dwayne smith to de villiers one run well done dj bravo at longon another powerful flatbatted thump to a slower ball its wide of longon where bravo runs across and gets his body behind with a dive the rebound is,sports bravo sports cricket bouncer bowling abd fielding villiers learning security ball runs off leg long-on front square leg wide sweeps line square deep crowd back pulls behind backward
2879,collected by a converging deep midwicket dwayne smith to de villiers six this he has mistimed  and will hole out wait a minute the ball keeps going in fact its cleared longoff oh my it was a slog gone wrong sliced it off the outside half but these boundaries oh so short dwayne smith to de villiers four here goes ab this was always going to be the over or maybe he just has to go for it looking at the competency of his partner comes down the track and marauds a flatbatted thwack straight of longon its his fifty as welldwayne smith to i abdulla  run similar to the first ball chopped away to deep coverkohli is getting twitchy,sports batting slog ball off straight track mistimed slog chopped deep first fifty converging hole half
2880,on the sidelines gestures animatedly for abdulla to rotate strikedwayne smith to i abdulla no run shortish and wide outside off abdulla goes flashing after it without any feet and missesdwayne smith rightarm medium comes into the attacksmith now to cover up for jakati i supposedwayne bravo to i abdulla one run again this is a good short ball its over abdullas shoulders which means he cant control the pull and the line is just outside off as well it loops away through the unmanned square leg region dwayne bravo to i abdulla no run comes down the track perhaps gets a bit too close to the ball and jams,sports ball over off leg short right-arm square leg cover wide line square close good feet
2881,it straight to raina at cover dwayne bravo to de villiers one run punched firmly off the back foot firm enough to induce a misfield from bravo in his followthrough dwayne bravo to i abdulla one run this one is a normal pace short ball and abdulla is hurried on the pull gets it high on the bat and lobs it in front of longon dwayne bravo to i abdulla no run a huge scream from karthik who wasnt able to stop hopping after pouching the ball but nothing from the umpire bravo joined the appeal belatedly,sports karthik bravo match ball bat off short stop front punched straight drifting bounce pace bounce appeal slower upper-cut back misfield pouching jumps high late one crossed
2882,abdulla on strike he needs to be able to turn strike overdwayne bravo to de villiers one run hes just bent his knees after picking the slower ball and flatbatted the drive through the coversstrategic timeout it all rests on abjadeja to i abdulla no run more discomfort for abdulla as he is hurried by a flat delivery and he chops it off the inside edge onto pad jadeja to de villiers one run punched,sports alberta ab indian premier league ball delivery off flat edge drive strike knees drive turn lost
2883,off the back foot and with the turn to sweeper cover jadeja to i abdulla one run oh close just about gets the pad out of way and then dabs it down in front of short third man turned back in sharply despite being fired through and cramped abdulla for room did well to adjust jadeja to i abdulla no run abdulla misses out on a full toss firstly he converted it into one by the nimble use of the feet but then drove it straight to raina at cover jadeja to de villiers one run opts to sit back this time and roll his wrists to work it down to longon jadeja to de villiers no run a slinging dart angled in on off ab prods,sports sweeper villiers engineering manufacturing short wrists front foot straight sweeper fired pad misses third back turn roll one feet full
2884,forward and blocks to coverravindra jadeja  is back into the attack dwayne bravo to i abdulla no run slower and fuller offcutter outside off abdulla pats it wide of raina at short extracover and steps out looking for a single the gl captain is quick though cuts it off dwayne bravo to de villiers one run oh hes been done in by a slower ball and flicked it in the air lucky that it went wide of midwicket ab came dancing down and was utterly duped single dwayne bravo to de villiers four this match is not yet buried not while this guy is holding fort its not even a halfvolley but ab presses across and plays a blistering extracover,sports gl captain indian premier league match ball short wide off-cutter extra-cover half-volley extra-cover back holding blocks quick cuts captain
2885,drive some of the grass is still burning along the path to the boundary dwayne bravo to i abdulla one run back of a length outside off abdulla stays flatfooted and glides it down to third man with the angle dwayne bravo to de villiers one run normal pace full ball just outside off ab works it down to longon dwayne bravo to i abdulla one run ab is home yes he is we are going upstairs to check but that guy is quick in by a foot or two slower ball down leg abdulla neednt have played at it but decided to do it anyway glances it softly in front of short fine leg who rifles down the stumps in the hope of running ab out hope pure hopedwayne bravo rightarm fast,sports cricket fielding dismissal bravo ball third man leg short right-arm front foot stumps fine leg running pace glides slower man third back played length full
2886,medium comes into the attackhere comes the death overs specialistjakati to i abdulla one run abdulla thinks about a second after tucking it through the square leg region but the fielder sweeping in from the deep is very quick not there jakati to de villiers one run pushes it through punched off the back foot to deep cover jakati to de villiers six there goes the freehit sailing straight back over longoff jakati fired it quicker but missed the length it was right in the slot and ab killed it with a vicious swing of the arms jakati to i abdulla no,sports death overs specialist fielder villiers engineering manufacturing indian premier league over off leg foot square leg punched straight swing fired overs square missed sweeping deep second back tucking
2887,ball one run panics after seeing abdulla give the charge and bowls a very high full toss which is swung away to deep midwicket jakati to i abdulla no run switches to over the wicket for the lefthander keeps the trajectory flat and abdulla punches it back to him jakati to de villiers one run darted again short and wide this time and he has been cut through the covers jakati to de villiers no run flat at the stumps from round the wicket ab drives it off the back foot straight back to the bowlerjadeja to de villiers one run adjusts to the low bounce and controls the pull through midwicket,sports wicket ab wicket swung over off short foot flat stumps straight pull drives bounce wide bounce trajectory deep round back high drives full
2888,jadeja to i abdulla one run got forward and clipped this to midwicket jaddu wasnt happy as raina stationed himself too wideiqbal abdulla left handed bat comes to the crease jadeja to binny out lbw jaddu is cockahoop so are his colleagues was binny struck outside off replays certainly show that he was clearly hit outside the line of off one sweep too many from binny knelt down and failed to put bat to ball on this sweep was hit just outside the line of off and the umpire took his own sweet time before raising his finger virat kohli aint happy with the verdict binny lbw b jadejajadeja to binny thats out lbw,sports cricket punjabi people virat kohli binny dismissal ball bat off sweep. umpire line struck forward struck hit hit raising
2889,jadeja to de villiers one run loopy outside off ab drives through the coversjadeja to binny one run allows this quicker one to come in and pushes with an open blade towards coverpoint jadeja to de villiers one run touch short outside off de villiers makes room slightly and slaps this to longoffravindra jadeja  is back into the attacktimeout this partnership is the key for rcb have gathered some momentum in the last couple of overs and dk has finished his spell they cannot afford to lose any more wickets though as theres not much batting left mind you gujarat lions havent used dj bravo yet,sports cricket gujarati people ravindra jadeja ajay jadeja short drives room overs momentum couple batting back partnership drives one last allows blade
2890,jakati to binny no run and again not much of turn on this one but binny played safe therejakati to binny no run takes a step forward to negate the spin on this tossed up delivery back towards the bowler jakati to binny six this has been spanked down the track got to the pitch of this flighted delivery and deposited it way back into the stands at longoff the crowd are loving it rcb dug out cheer hoot clapjakati to binny wide down leg binny halfturns and misses the glance jakati to binny four well played binny drops to one knee and sweeps this full ball from,sports binny ball pitch delivery sweeps flighted spin misses knee stands crowd forward safe down back half-turns played turn one full
2891,middle and off slots it well wide of short fine and gets the desired result jakati to binny four waltzes down the pitch and is slightly deceived in the flight still goes through with the swipe and ends up slicing it over backward point outside edge but safejakati to de villiers three runs flatter outside off de villiers hung back and slashed hard at it went for the cut but the inside edge nutmegs dk and raced away towards the third man fence dwivedi sprints in dives and prevents a boundaryshadab jakati leftarm orthodox comes into the attackjakati into the action one slip for him d kulkarni to de villiers,sports villiers pitch over third man short edge wide dives slip left-arm man third slicing hard back slashed swipe backward
2892,one run smidgen full outside off de villiers drives one through extra cover and retains the strike d kulkarni to de villiers no run slower bouncer at the batsman ab was early into the pull drags it towards midwicket d kulkarni to binny one  run floats this fullish one outside off driven into the same region d kulkarni to binny two runs full and tilting in towards off binny drives and this time theres no confusion in running between the wickets d kulkarni to de villiers one run allows the length ball to angle in and then works it towards longon,sports batsman ab binny bouncer bowling batting binny ball cover running drives bouncer extra drives one length allows full
2893,d kulkarni to binny one run a direct hit would have been curtains for binny he dabs this towards jaddu at backward point and was a tad slow to take off jaddu aims and misses at the bowlers end jadeja to de villiers four dhawal kulkarni misfields and concedes a boundary with the way hes been bowling raina and gujarat lions wont mind that it was in the slot outside off to be punished and ab obliged a classy drive through extra cover but dks dive wasnt good enough jadeja to de villiers four outside edge and past the lone slip jaddu fires it full outside off just that slight bit of away turn to take the outside edge and run past the fielder all the way to the third man fence,hospitality sports raina lions gujarat lions fielder indian society india jaddu kapu kulkarni binny third man fires backward point point edge drive dive misses misfields man extra third hit classy drive turn hit run bowling good backward full
2894,jadeja to binny one run stays back and wrists this length delivery through midwicket jadeja to binny no run bowls a floaty dart and squares binny up he was perhaps trying to work one into the onside ekes out a soft leading edge which lobs in front of backward point jadeja to binny no run forward and pushed straight to coverjadeja to de villiers one run looped up just outside off de villiers leans into a forward drive and slots it past a diving cover d kulkarni to de villiers one run fuller and wider ab goes for the drive slices it off a thick outside edge that dribbles down to third man,hospitality binny binny villiers length delivery delivery off wrists front straight pushed edge drive slices diving dribbles forward third back drive squares one length backward
2895,d kulkarni to binny one run a little too straight binny clips towards midwicket and is off the mark with a singled kulkarni to binny no run tests binny in the outside off zone modestly tapped towards coverstuart binny right handed bat comes to the crease d kulkarni to sachin baby out caught by jakati  this might well be over even before you finish your dinner dk is having a dream spell in the middle might be his night today lands it on a length outside off and asks sachin baby to go for an uppish punchdrive he strikes it straight to cover where jakati leaps and grabs sans any fuss the crowd welllets not talk about them sachin baby c jakati b d kulkarni ,sports sachin baby cricket in india cricket anglo-indian people stuart binny binny sachin over off mid-wicket cover straight mid-wicket caught spell mark strikes tapped leaps uppish tests strikes length night
2896,d kulkarni to sachin baby thats out caught d kulkarni to sachin baby no run good length around fifth stump sachin baby punches it into the ground towards backward point d kulkarni to de villiers one run back of a length wider of off de villiers goes hard on the cut chops it into the cover regiondk continues jadeja to sachin baby no run leans forward and smothers the spin on this deliverysachin baby left handed bat comes to the crease jadeja to watson,human interest sports sachin baby cricket in india sachin baby cricket sachin cover spin forward fifth hard ground back good length backward
2897,out caught by dwayne smith twenty eight for four can you believe itwatson c dwayne smith b jadeja jadeja to watson thats out caughtjadeja to watson no run flattish outside off watson drives to the left of the bowler a slight fumble at midoff and watto has been sent backjadeja to de villiers one run crouches low and swipes one through midwicket,sports dwayne smith b jadeja dwayne smith antisemitism watto fiction leg pull drives toe-end bounce mid-off dives caught bounce knee deep forward swipes first drives one
2898,jadeja to de villiers one run flighted delivery just outside off ab eases this towards longoffravindra jadeja leftarm orthodox comes into the attackd kulkarni to watson no run outside edge and safe  this back of a length delivery catches the edge as watson is early into the tuck rolls towards backward point double wicket maiden for dk topstuffd kulkarni to watson no run,wicket length delivery delivery catches edge wide flighted slip left-arm crowd rain back length backward
2899,d kulkarni to watson no run length right in the channel watson lunges forward slightly and pushes into the coversanother slip has been added as watson trundles out for the hattrick ballshane watson right handed bat comes to the creased kulkarni to rahul out caught by dwayne smith,sports business nagpur as watson rahul c dwayne dwayne smith cricket k. l. rahul rahul match ball length delivery delivery edge slip caught opened forward first scorecard block length
2900,d kulkarni to rahul thats out  caught d kulkarni to gayle out bowled dk is having one heck of a night with the balld kulkarni to gayle no run slower ball on the stumps gayle blocks,sports chris gayle cricket indian films gayle rahul ball off edge drive off-stump openers back drive turn last-over openers one length night
2901,p kumar to gayle leg byes one run arrowed in towards the pads gayle is a fraction late on the tuck off the pads for another leg byep kumar to gayle no run dk is up to the stumps again gayle is slightly opened up as he tries to push one towards the offside just manages to tap it with soft hands in the endp kumar to de villiers one run on a length and attacking the stumps chinnaswamy roars as de villiers nudges this towards midonp kumar to de villiers six shot of the night,cricket sports equipment sports leg bye scoring pads indian premier league shot off leg stumps pads opened stands hands late one good length attacking
2902,p kumar to de villiers no run slightly short outside off hard hands again de villiers mistimes the cut towards coverp kumar to de villiers no run fullish outside off abd goes hard on the drive straight towards coverd kulkarni to gayle four just over a leaping midoff another short ball outside off and gayle fetches the pull from there got it off the top half and went just past finch ,sports cut villiers engineering manufacturing ball over off short straight pull mistimes couple hard hands high lofts length attempt half
2903,d kulkarni to gayle one run d kulkarni to de villiers one run driven sweetly and a misfield at extra cover allows abd to get off the markd kulkarni to de villiers no run length outside off de villiers drives straight to coverpoint ab de villiers right handed bat comes to the creased kulkarni to kohli out bowled  ,sports chris gayle cricket ab de villiers afrikaner people virat kohli indian premier league ball off cover straight drives bumper extra turf tests misfield drives length allows helmet
2904,d kulkarni to kohli thats out bowledd kulkarni to gayle leg byes one run and he emulates his partner by sticking with that legstump line gayle fails to flick the ball takes the pad and rolls behind squaredhawal kulkarni rightarm fast medium comes into the attack,sports cut cricket in india cricket indian feudalism kulkarni surnames ball fast leg right-arm leg-stump bounce wide slip pitched pad bounce t20 aloft back cricket hands length behind play
2905,p kumar to kohli no run prods forward and keeps his eyes on the ball as he pushes this fullish ball into the offside soft hands coming into playp kumar to gayle  run slants this one around the pads clipped away through midwicketp kumar to gayle  wides poor stuff from pkp kumar to gayle no run in the tight channel played back to the bowlergayle isnt happy with the willow ,sports scoring cricket bowling wide extra ball wide stuff forward extra eyes back played hands one length full
2906,p kumar to gayle no run the keeper is upto the stumps but gayle doesnt back away from the challenge sees the length ball swoop in and swipes it hard and straight towards midonp kumar to gayle no run and he does so by angling across one outside off gayle with his laden feet lets it pass its again that low bounce doing the trickdwayne smith rushes in to pk and has a word with him probably asking him to test gayle in that outside off channelp kumar to gayle four on legstump line and gayle had no problems in glancing that away to the fine leg fence neatly donep kumar to gayle wide starts off with a length delivery sprayed down leg,sports gayle dwayne smith gayle stump ball length delivery delivery off leg stumps straight fine leg leg-stump bounce keeper bounce line swipes test hard back one length feet
2907,shadab jakati left handed bat comes to the creasejordan to p kumar out bowled the idea was right from kumar to go for the big hit that is but you got to move your feet by at least an inch jordan to d kulkarni one run drilled very hard all along the ground but straight to sweeper coverjordan to p kumar one run short delivery outside off stump,sports jordan sweeper cricket equipment shadab stump ball delivery off short straight sweeper misses ground hit crashes hit position good feet
2908,watson to d kulkarni four thats a lovely hit full and outside off stump kulkarni lofts the drive over extra cover for four crucial runswatson to d kulkarni four kulkarni slogs mistimes it completely goes over midwicket kohli runs to his right and puts in a desperate dive but spills it goes for four expectedly kohli is livid with himself every run counts and hed hope that this mistake doesnt prove costlywatson to d kulkarni wide short delivery down the legside from watson easy call for the umpire,sports sweeper indian feudalism kulkarni surnames culture runs over delivery off short cover sweeper drive four call dive mistimes infield leg-side leg-side extra drive run mistake
2909,watson to dwayne bravo out bowled  ,sports dwayne bravo praveen kumar sports cricket teams dismissal crease wicket ball swung middle crease four line crease round hard back lost side length toe
2910,watson to dwivedi six watson overcorrects and bowls a really bad ball tried the slower ball bouncer but dwivedi picked that early waited and pulled it hard over deep midwicketwatson to dwivedi sixjordan to dwivedi one run,sports dwivedi delivery ball over delivery off cover drive bouncer picked deep hard hit back drive hit bad good full
2911,jordan to dwivedi leg byes four big appeal for lbw oh thats close umpire anil chaudhary though moved away from his position he thought it was snaking down the legside excellent yorker dwivedi missed it completely trying to dig it out the ball rolls off the boot past the keeper and theres no one at third manjordan to dwayne bravo one run bravo tries to repeat the shot this time its a very full ball hit along the ground to longoffjordan to dwayne bravo four low full toss and bravo is very good,sports dwayne bravo anil chaudhary sports cricket teams bowling yorker dismissal umpire ball off leg yorker edge umpire keeper boot appeal missed third ground hit hit one full
2912,jordan to dwayne bravo wide bowls a wide down the legside has to rebowl thatjordan to dwivedi one run this is driven along the ground to extracoverjordan to dwivedi no run very full and outside off stump dwivedi drills it towards midoffchahal to dwivedi one run flighted delivery just outside off stump,sports dwayne bravo sweeper sports teams dwivedi dismissal stump bat delivery off sweeper drive wide flighted inside-out slices ground hit touches back face drive hit one full
2913,chahal to dwivedi four cheeky shot first up and its effective dwivedi gets down on one knee and paddles it fine to the fine leg boundary chahal to dwayne bravo one run googly on the leg stump bravo works it to midwicketchahal to dwayne smith out caught by kohli ,sports dwayne bravo dwayne smith bowling googly dwayne dwivedi chahal shot off leg short fine leg wide googly caught knee paddles cheeky first shocking played blows one spinning bad
2914,chahal to dwayne smith six tossed up ball from chahal and he continues to disappear smith gets under it and muscles it hard over the deep midwicket fencechahal to dwayne bravo one run very full and on the stumps bravo flicks it to backward square leg,sports square legyuzvendra chahal dwayne bravo dwayne smith c kohli dwayne smith cameraman cricket chahal dismissal dwayne bravo dwayne smith dwayne ball over long-on mid-wicket mid-wicket flicks deep mid-wicket toe-ends square deep forward hard hit back lost hit slapped backward full
2915,watson to dwayne bravo one run thats the slower ball bumper bravo tries to pull gets a top edge that hits the glove and rolls to backward square leg watson to jadeja out caught by gayle,sports dwayne bravo cricket dwayne bravo blah yorker dismissal ball over off straight edge stump wide caught glove overs all-rounder square people squeeze hits best hits backward
2916,watson to dwayne smith one run well executed widish yorker outside off stumpwatson to jadeja one run thats another slower ball very close to the off stump jadeja manages to bend his knees and guide it to third man hes keen for two but dwayne smith says no rightly so three balls and just one run scored surely smith had to be on strikewatson to jadeja wide,sports gayle b watson dwayne smith antisemitism watto yorker indian premier league fiction ball bat off short yorker edge knees third balls close run three two
2917,watson to jadeja no run looks like another slower one jadeja only manages to cut this straight to backward point two precious dots at the start of the overwatson to jadeja no run watto begins his fresh spell with a slower ball on the leg stump jadeja tucks it into the onside aravind to jadeja one run shortish and outside off stump jadeja tries to cut and gets an under edge that rolls to short third man,sports cricket in india cricket gujarati people indian premier league ball over off leg short straight edge spell third batting back dots start backward
2918,aravind to dwayne smith one run low full toss clipped away along the ground to deep midwicketaravind to dwayne smith no run clever change of pace from aravind and smith plays an ugly swipe across the line misses and it sneaks past the under edge of the bat i say ugly because he never read the variation from the bowlers handaravind to dwayne smith six aravind to jadeja one run full ball ,sports aravind dwayne smith indian premier league ball over flat edge pace misses knock square bowl deep ground hit batting swipe hit change backward full
2919,jadeja works it towards deep midwicketaravind to dwayne smith one run aravind tries the yorker almost gets it right smith whips it to deep midwicket,sports dwayne smith ball runs over overs shouts deep game extra second back figures half new ball
2920,jordan to jadeja no run very full and outside off stump jadeja drives and picks out coverravindra jadeja left handed bat comes to the creasejordan to d karthik out bowled,sports smith's jordan karthik cricket bowling gujarati people ravindra jadeja stump yorker partnership ball off leg yorker drives timber back breaking drives bad attempt attempts full play
